,0
4055,Positive
4056,Positive
4057,Positive
4058,Positive
4059,Neutral
4060,Negative
4061,Positive
4062,Neutral
4063,Positive
4064,Positive
4065,Negative
4066,Negative
4067,Positive
4068,Positive
4069,Neutral
4070,Positive
4071,Positive
4072,Positive
4073,Positive
4074,Positive
4075,Negative
4076,Positive
4077,Neutral
4078,Positive
4079,Neutral
4080,Negative
4081,Positive
4082,Positive
4083,Positive
4084,Neutral
4085,Negative
4086,Positive
4087,Positive
4088,Positive
4089,Positive
4090,Positive
4091,Positive
4092,Negative
4093,Positive
4094,Positive
4095,Positive
4096,Negative
4097,Positive
4098,Positive
4099,Positive
4100,Positive
4101,Positive
4102,Positive
4103,Positive
4104,Positive
4105,Neutral
4106,Positive
4107,Positive
4108,Positive
4109,Neutral
4110,Positive
4111,Positive
4112,Positive
4113,Positive
4114,Negative
4115,Positive
4116,Negative
4117,Positive
4118,Positive
4119,Neutral
4120,Positive
4121,Positive
4122,Positive
4123,Neutral
4124,Positive
4125,Positive
4126,Positive
4127,Positive
4128,Positive
4129,Positive
4130,Positive
4131,Positive
4132,Negative
4133,Neutral
4134,Negative
4135,Neutral
4136,Positive
4137,Positive
4138,Negative
4139,Negative
4140,Neutral
4141,Negative
4142,Negative
4143,Positive
4144,Negative
4145,Negative
4146,Negative
4147,Neutral
4148,Positive
4149,Positive
4150,Positive
4151,Positive
4152,Positive
4153,Positive
4154,Negative
4155,Positive
4156,Negative
4157,Positive
4158,Positive
4159,Negative
4160,Negative
4161,Negative
4162,Positive
4163,Positive
4164,Positive
4165,Positive
4166,Positive
4167,Negative
4168,Negative
4169,Negative
4170,Neutral
4171,Positive
4172,Positive
4173,Positive
4174,Positive
4175,Positive
4176,Negative
4177,Negative
4178,Positive
4179,Positive
4180,Neutral
4181,Positive
4182,Positive
4183,Positive
4184,Neutral
4185,Positive
4186,Positive
4187,Positive
4188,Positive
4189,Negative
4190,Positive
4191,Neutral
4192,Positive
4193,Positive
4194,Positive
4195,Negative
4196,Negative
4197,Neutral
4198,Positive
4199,Positive
4200,Positive
4201,Neutral
4202,Negative
4203,Positive
4204,Positive
4205,Positive
4206,Negative
4207,Positive
4208,Positive
4209,Positive
4210,Positive
4211,Neutral
4212,Positive
4213,Positive
4214,Positive
4215,Neutral
4216,Positive
4217,Positive
4218,Positive
4219,Positive
4220,Neutral
4221,Positive
4222,Negative
4223,Positive
4224,Neutral
4225,Positive
4226,Positive
4227,Positive
4228,Positive
4229,Positive
4230,Positive
4231,Positive
4232,Negative
4233,Positive
4234,Positive
4235,Positive
4236,Positive
4237,Negative
4238,Positive
4239,Positive
4240,Positive
4241,Negative
4242,Positive
4243,Positive
4244,Negative
4245,Positive
4246,Neutral
4247,Positive
4248,Neutral
4249,Positive
4250,Positive
4251,Negative
4252,Neutral
4253,Positive
4254,Positive
4255,Negative
4256,Positive
4257,Negative
4258,Positive
4259,Negative
4260,Positive
4261,Neutral
4262,Neutral
4263,Positive
4264,Positive
4265,Positive
4266,Neutral
4267,Positive
4268,Positive
4269,Neutral
4270,Positive
4271,Positive
4272,Positive
4273,Positive
4274,Positive
4275,Positive
4276,Positive
4277,Negative
4278,Positive
4279,Neutral
4280,Positive
4281,Neutral
4282,Positive
4283,Positive
4284,Positive
4285,Positive
4286,Positive
4287,Negative
4288,Neutral
4289,Negative
4290,Positive
4291,Positive
4292,Positive
4293,Positive
4294,Positive
4295,Positive
4296,Positive
4297,Positive
4298,Positive
4299,Positive
4300,Positive
4301,Positive
4302,Negative
4303,Positive
4304,Positive
4305,Positive
4306,Positive
4307,Positive
4308,Positive
4309,Positive
4310,Negative
4311,Negative
4312,Neutral
4313,Positive
4314,Positive
4315,Positive
4316,Positive
4317,Neutral
4318,Negative
4319,Positive
4320,Negative
4321,Neutral
4322,Positive
4323,Negative
4324,Positive
4325,Positive
4326,Positive
4327,Negative
4328,Positive
4329,Neutral
4330,Positive
4331,Positive
4332,Negative
4333,Positive
4334,Negative
4335,Positive
4336,Positive
4337,Negative
4338,Positive
4339,Negative
4340,Positive
4341,Negative
4342,Neutral
4343,Negative
4344,Negative
4345,Positive
4346,Negative
4347,Neutral
4348,Neutral
4349,Positive
4350,Positive
4351,Positive
4352,Positive
4353,Positive
4354,Neutral
4355,Negative
4356,Negative
4357,Negative
4358,Neutral
4359,Positive
4360,Positive
4361,Positive
4362,Negative
4363,Neutral
4364,Positive
4365,Negative
4366,Positive
4367,Neutral
4368,Negative
4369,Positive
4370,Positive
4371,Positive
4372,Negative
4373,Positive
4374,Positive
4375,Negative
4376,Neutral
4377,Positive
4378,Negative
4379,Negative
4380,Positive
4381,Positive
4382,Positive
4383,Positive
4384,Positive
4385,Positive
4386,Negative
4387,Neutral
4388,Positive
4389,Negative
4390,Positive
4391,Positive
4392,Positive
4393,Positive
4394,Neutral
4395,Positive
4396,Positive
4397,Positive
4398,Positive
4399,Positive
4400,Positive
4401,Negative
4402,Negative
4403,Negative
4404,Positive
4405,Positive
4406,Positive
4407,Negative
4408,Positive
4409,Neutral
4410,Positive
4411,Positive
4412,Negative
4413,Positive
4414,Positive
4415,Positive
4416,Negative
4417,Positive
4418,Positive
4419,Positive
4420,Neutral
4421,Positive
4422,Neutral
4423,Positive
4424,Negative
4425,Negative
4426,Negative
4427,Positive
4428,Positive
4429,Negative
4430,Positive
4431,Positive
4432,Positive
4433,Positive
4434,Positive
4435,Neutral
4436,Positive
4437,Positive
4438,Negative
4439,Negative
4440,Neutral
4441,Positive
4442,Positive
4443,Positive
4444,Negative
4445,Positive
4446,Negative
4447,Neutral
4448,Positive
4449,Negative
4450,Positive
4451,Positive
4452,Neutral
4453,Positive
4454,Positive
4455,Neutral
4456,Positive
4457,Neutral
4458,Positive
4459,Positive
4460,Positive
4461,Positive
4462,Neutral
4463,Positive
4464,Positive
4465,Positive
4466,Positive
4467,Negative
4468,Positive
4469,Positive
4470,Positive
4471,Positive
4472,Neutral
4473,Neutral
4474,Neutral
4475,Positive
4476,Negative
4477,Positive
4478,Positive
4479,Neutral
4480,Neutral
4481,Positive
4482,Positive
4483,Positive
4484,Positive
4485,Positive
4486,Neutral
4487,Positive
4488,Positive
4489,Positive
4490,Positive
4491,Negative
4492,Positive
4493,Positive
4494,Positive
4495,Positive
4496,Positive
4497,Negative
4498,Positive
4499,Positive
4500,Positive
4501,Positive
4502,Positive
4503,Positive
4504,Positive
4505,Negative
4506,Positive
4507,Positive
4508,Neutral
4509,Negative
4510,Positive
4511,Neutral
4512,Positive
4513,Neutral
4514,Positive
4515,Positive
4516,Positive
4517,Neutral
4518,Positive
4519,Negative
4520,Positive
4521,Positive
4522,Negative
4523,Positive
4524,Neutral
4525,Neutral
4526,Negative
4527,Positive
4528,Negative
4529,Positive
4530,Positive
4531,Neutral
4532,Positive
4533,Neutral
4534,Positive
4535,Positive
4536,Positive
4537,Negative
4538,Neutral
4539,Positive
4540,Positive
4541,Neutral
4542,Positive
4543,Positive
4544,Negative
4545,Positive
4546,Negative
4547,Positive
4548,Negative
4549,Positive
4550,Negative
4551,Negative
4552,Negative
4553,Positive
4554,Negative
4555,Positive
4556,Neutral
4557,Positive
4558,Positive
4559,Positive
4560,Positive
4561,Positive
4562,Neutral
4563,Negative
4564,Positive
4565,Positive
4566,Positive
4567,Negative
4568,Neutral
4569,Positive
4570,Positive
4571,Positive
4572,Negative
4573,Negative
4574,Positive
4575,Negative
4576,Positive
4577,Positive
4578,Neutral
4579,Positive
4580,Positive
4581,Positive
4582,Negative
4583,Negative
4584,Positive
4585,Positive
4586,Neutral
4587,Negative
4588,Positive
4589,Positive
4590,Positive
4591,Positive
4592,Positive
4593,Positive
4594,Positive
4595,Positive
4596,Neutral
4597,Positive
4598,Positive
4599,Positive
4600,Positive
4601,Positive
4602,Neutral
4603,Positive
4604,Positive
4605,Positive
4606,Negative
4607,Neutral
4608,Positive
4609,Negative
4610,Positive
4611,Negative
4612,Neutral
4613,Positive
4614,Negative
4615,Positive
4616,Positive
4617,Positive
4618,Positive
4619,Positive
4620,Positive
4621,Positive
4622,Neutral
4623,Neutral
4624,Positive
4625,Positive
4626,Positive
4627,Positive
4628,Negative
4629,Positive
4630,Positive
4631,Positive
4632,Negative
4633,Positive
4634,Positive
4635,Positive
4636,Negative
4637,Positive
4638,Negative
4639,Positive
4640,Positive
4641,Negative
4642,Positive
4643,Positive
4644,Negative
4645,Positive
4646,Positive
4647,Neutral
4648,Positive
4649,Negative
4650,Positive
4651,Positive
4652,Positive
4653,Positive
4654,Positive
4655,Positive
4656,Positive
4657,Positive
4658,Positive
4659,Positive
4660,Neutral
4661,Negative
4662,Negative
4663,Neutral
4664,Positive
4665,Positive
4666,Positive
4667,Positive
4668,Negative
4669,Negative
4670,Positive
4671,Negative
4672,Positive
4673,Negative
4674,Positive
4675,Neutral
4676,Neutral
4677,Positive
4678,Positive
4679,Positive
4680,Positive
4681,Negative
4682,Positive
4683,Neutral
4684,Positive
4685,Positive
4686,Positive
4687,Positive
4688,Negative
4689,Negative
4690,Positive
4691,Positive
4692,Positive
4693,Positive
4694,Neutral
4695,Positive
4696,Negative
4697,Positive
4698,Positive
4699,Neutral
4700,Negative
4701,Positive
4702,Negative
4703,Positive
4704,Positive
4705,Negative
4706,Positive
4707,Negative
4708,Positive
4709,Positive
4710,Negative
4711,Negative
4712,Negative
4713,Positive
4714,Positive
4715,Positive
4716,Positive
4717,Positive
4718,Positive
4719,Positive
4720,Positive
4721,Negative
4722,Neutral
4723,Negative
4724,Neutral
4725,Positive
4726,Neutral
4727,Negative
4728,Positive
4729,Positive
4730,Neutral
4731,Neutral
4732,Positive
4733,Positive
4734,Negative
4735,Negative
4736,Positive
4737,Negative
4738,Neutral
4739,Negative
4740,Neutral
4741,Positive
4742,Positive
4743,Positive
4744,Negative
4745,Positive
4746,Positive
4747,Neutral
4748,Positive
4749,Positive
4750,Positive
4751,Positive
4752,Neutral
4753,Neutral
4754,Positive
4755,Positive
4756,Negative
4757,Positive
4758,Positive
4759,Neutral
4760,Positive
4761,Neutral
4762,Positive
4763,Positive
4764,Positive
4765,Positive
4766,Positive
4767,Negative
4768,Positive
4769,Negative
4770,Neutral
4771,Positive
4772,Positive
4773,Neutral
4774,Positive
4775,Positive
4776,Positive
4777,Positive
4778,Positive
4779,Positive
4780,Neutral
4781,Positive
4782,Positive
4783,Positive
4784,Negative
4785,Positive
4786,Negative
4787,Negative
4788,Negative
4789,Positive
4790,Positive
4791,Positive
4792,Positive
4793,Positive
4794,Negative
4795,Positive
4796,Negative
4797,Positive
4798,Negative
4799,Positive
4800,Negative
4801,Neutral
4802,Positive
4803,Positive
4804,Positive
4805,Positive
4806,Positive
4807,Positive
4808,Negative
4809,Positive
4810,Negative
4811,Positive
4812,Positive
4813,Negative
4814,Neutral
4815,Neutral
4816,Positive
4817,Positive
4818,Positive
4819,Neutral
4820,Negative
4821,Neutral
4822,Positive
4823,Negative
4824,Negative
4825,Positive
4826,Positive
4827,Positive
4828,Positive
4829,Positive
4830,Negative
4831,Negative
4832,Positive
4833,Positive
4834,Positive
4835,Positive
4836,Positive
4837,Positive
4838,Neutral
4839,Positive
4840,Positive
4841,Positive
4842,Positive
4843,Neutral
4844,Positive
4845,Negative
4846,Positive
4847,Positive
4848,Negative
4849,Positive
4850,Positive
4851,Positive
4852,Neutral
4853,Positive
4854,Positive
4855,Neutral
4856,Positive
4857,Negative
4858,Neutral
4859,Positive
4860,Positive
4861,Negative
4862,Positive
4863,Negative
4864,Negative
4865,Neutral
4866,Positive
4867,Positive
4868,Positive
4869,Positive
4870,Positive
4871,Positive
4872,Positive
4873,Positive
4874,Negative
4875,Positive
4876,Positive
4877,Negative
4878,Negative
4879,Positive
4880,Positive
4881,Negative
4882,Positive
4883,Negative
4884,Neutral
4885,Positive
4886,Positive
4887,Positive
4888,Positive
4889,Negative
4890,Positive
4891,Positive
4892,Positive
4893,Negative
4894,Positive
4895,Negative
4896,Positive
4897,Positive
4898,Negative
4899,Negative
4900,Positive
4901,Positive
4902,Neutral
4903,Positive
4904,Positive
4905,Positive
4906,Neutral
4907,Positive
4908,Positive
4909,Positive
4910,Neutral
4911,Positive
4912,Neutral
4913,Negative
4914,Positive
4915,Positive
4916,Negative
4917,Neutral
4918,Positive
4919,Negative
4920,Neutral
4921,Positive
4922,Positive
4923,Positive
4924,Positive
4925,Negative
4926,Positive
4927,Positive
4928,Positive
4929,Neutral
4930,Positive
4931,Negative
4932,Positive
4933,Neutral
4934,Positive
4935,Neutral
4936,Positive
4937,Negative
4938,Negative
4939,Positive
4940,Positive
4941,Neutral
4942,Neutral
4943,Positive
4944,Neutral
4945,Negative
4946,Positive
4947,Positive
4948,Neutral
4949,Neutral
4950,Positive
4951,Positive
4952,Negative
4953,Positive
4954,Positive
4955,Positive
4956,Negative
4957,Positive
4958,Negative
4959,Positive
4960,Positive
4961,Positive
4962,Positive
4963,Negative
4964,Negative
4965,Positive
4966,Positive
4967,Neutral
4968,Negative
4969,Positive
4970,Negative
4971,Positive
4972,Positive
4973,Positive
4974,Positive
4975,Neutral
4976,Positive
4977,Positive
4978,Positive
4979,Positive
4980,Neutral
4981,Positive
4982,Positive
4983,Positive
4984,Positive
4985,Positive
4986,Negative
4987,Neutral
4988,Neutral
4989,Positive
4990,Positive
4991,Negative
4992,Positive
4993,Positive
4994,Negative
4995,Positive
4996,Negative
4997,Negative
4998,Negative
4999,Neutral
5000,Positive
5001,Positive
5002,Positive
5003,Positive
5004,Positive
5005,Neutral
5006,Positive
5007,Positive
5008,Negative
5009,Positive
5010,Neutral
5011,Positive
5012,Neutral
5013,Positive
5014,Positive
5015,Positive
5016,Positive
5017,Positive
5018,Positive
5019,Positive
5020,Positive
5021,Positive
5022,Positive
5023,Neutral
5024,Positive
5025,Positive
5026,Negative
5027,Negative
5028,Positive
5029,Neutral
5030,Positive
5031,Neutral
5032,Negative
5033,Positive
5034,Neutral
5035,Negative
5036,Negative
5037,Positive
5038,Negative
5039,Positive
5040,Negative
5041,Neutral
5042,Negative
5043,Positive
5044,Neutral
5045,Neutral
5046,Positive
5047,Negative
5048,Positive
5049,Positive
5050,Positive
5051,Positive
5052,Positive
5053,Negative
5054,Negative
5055,Positive
5056,Positive
5057,Negative
5058,Neutral
5059,Neutral
5060,Positive
5061,Positive
5062,Positive
5063,Positive
5064,Positive
5065,Positive
5066,Positive
5067,Positive
5068,Positive
5069,Positive
5070,Positive
5071,Positive
5072,Positive
5073,Positive
5074,Positive
5075,Positive
5076,Negative
5077,Positive
5078,Positive
5079,Positive
5080,Positive
5081,Neutral
5082,Positive
5083,Positive
5084,Positive
5085,Positive
5086,Positive
5087,Positive
5088,Negative
5089,Positive
5090,Positive
5091,Positive
5092,Positive
5093,Positive
5094,Positive
5095,Positive
5096,Positive
5097,Positive
5098,Positive
5099,Positive
5100,Positive
5101,Positive
5102,Neutral
5103,Positive
5104,Positive
5105,Positive
5106,Positive
5107,Positive
5108,Positive
5109,Neutral
5110,Positive
5111,Positive
5112,Positive
5113,Negative
5114,Negative
5115,Positive
5116,Positive
5117,Positive
5118,Positive
5119,Positive
5120,Positive
5121,Positive
5122,Positive
5123,Negative
5124,Neutral
5125,Positive
5126,Positive
5127,Neutral
5128,Negative
5129,Negative
5130,Negative
5131,Positive
5132,Positive
5133,Positive
5134,Positive
5135,Negative
5136,Positive
5137,Positive
5138,Positive
5139,Positive
5140,Positive
5141,Positive
5142,Negative
5143,Positive
5144,Positive
5145,Positive
5146,Positive
5147,Positive
5148,Positive
5149,Neutral
5150,Negative
5151,Negative
5152,Neutral
5153,Positive
5154,Negative
5155,Positive
5156,Neutral
5157,Positive
5158,Neutral
5159,Negative
5160,Positive
5161,Neutral
5162,Negative
5163,Negative
5164,Positive
5165,Positive
5166,Positive
5167,Positive
5168,Positive
5169,Negative
5170,Positive
5171,Positive
5172,Positive
5173,Positive
5174,Positive
5175,Positive
5176,Negative
5177,Neutral
5178,Positive
5179,Neutral
5180,Positive
5181,Positive
5182,Positive
5183,Neutral
5184,Neutral
5185,Negative
5186,Negative
5187,Positive
5188,Positive
5189,Positive
5190,Positive
5191,Positive
5192,Positive
5193,Neutral
5194,Neutral
5195,Positive
5196,Positive
5197,Positive
5198,Positive
5199,Positive
5200,Positive
5201,Positive
5202,Positive
5203,Negative
5204,Positive
5205,Positive
5206,Positive
5207,Positive
5208,Negative
5209,Positive
5210,Positive
5211,Neutral
5212,Positive
5213,Neutral
5214,Positive
5215,Positive
5216,Positive
5217,Positive
5218,Positive
5219,Positive
5220,Positive
5221,Positive
5222,Negative
5223,Negative
5224,Positive
5225,Negative
5226,Neutral
5227,Positive
5228,Negative
5229,Positive
5230,Positive
5231,Negative
5232,Positive
5233,Negative
5234,Positive
5235,Neutral
5236,Negative
5237,Negative
5238,Positive
5239,Neutral
5240,Positive
5241,Negative
5242,Positive
5243,Positive
5244,Positive
5245,Positive
5246,Positive
5247,Neutral
5248,Neutral
5249,Negative
5250,Neutral
5251,Neutral
5252,Positive
5253,Positive
5254,Positive
5255,Positive
5256,Positive
5257,Positive
5258,Negative
5259,Positive
5260,Positive
5261,Positive
5262,Positive
5263,Neutral
5264,Positive
5265,Negative
5266,Positive
5267,Neutral
5268,Positive
5269,Neutral
5270,Positive
5271,Neutral
5272,Negative
5273,Positive
5274,Negative
5275,Positive
5276,Positive
5277,Neutral
5278,Positive
5279,Negative
5280,Neutral
5281,Negative
5282,Positive
5283,Positive
5284,Positive
5285,Positive
5286,Positive
5287,Positive
5288,Positive
5289,Positive
5290,Positive
5291,Positive
5292,Positive
5293,Positive
5294,Positive
5295,Negative
5296,Negative
5297,Negative
5298,Neutral
5299,Positive
5300,Positive
5301,Positive
5302,Positive
5303,Neutral
5304,Positive
5305,Positive
5306,Positive
5307,Positive
5308,Negative
5309,Positive
5310,Negative
5311,Neutral
5312,Positive
5313,Positive
5314,Negative
5315,Positive
5316,Negative
5317,Positive
5318,Positive
5319,Positive
5320,Positive
5321,Positive
5322,Positive
5323,Neutral
5324,Positive
5325,Positive
5326,Positive
5327,Positive
5328,Negative
5329,Positive
5330,Positive
5331,Negative
5332,Neutral
5333,Positive
5334,Positive
5335,Positive
5336,Negative
5337,Positive
5338,Positive
5339,Negative
5340,Positive
5341,Negative
5342,Positive
5343,Positive
5344,Negative
5345,Positive
5346,Negative
5347,Positive
5348,Positive
5349,Positive
5350,Neutral
5351,Neutral
5352,Positive
5353,Positive
5354,Positive
5355,Neutral
5356,Positive
5357,Positive
5358,Positive
5359,Negative
5360,Positive
5361,Negative
5362,Positive
5363,Positive
5364,Positive
5365,Positive
5366,Positive
5367,Negative
5368,Neutral
5369,Neutral
5370,Positive
5371,Positive
5372,Positive
5373,Positive
5374,Positive
5375,Neutral
5376,Negative
5377,Positive
5378,Positive
5379,Positive
5380,Negative
5381,Positive
5382,Positive
5383,Positive
5384,Positive
5385,Positive
5386,Negative
5387,Negative
5388,Negative
5389,Positive
5390,Positive
5391,Neutral
5392,Positive
5393,Negative
5394,Positive
5395,Neutral
5396,Negative
5397,Positive
5398,Neutral
5399,Positive
5400,Neutral
5401,Positive
5402,Positive
5403,Positive
5404,Positive
5405,Neutral
5406,Positive
5407,Positive
5408,Positive
5409,Positive
5410,Positive
5411,Positive
5412,Positive
5413,Positive
5414,Neutral
5415,Positive
5416,Positive
5417,Positive
5418,Positive
5419,Negative
5420,Negative
5421,Positive
5422,Positive
5423,Positive
5424,Neutral
5425,Positive
5426,Negative
5427,Positive
5428,Positive
5429,Positive
5430,Negative
5431,Positive
5432,Positive
5433,Neutral
5434,Positive
5435,Positive
5436,Positive
5437,Neutral
5438,Positive
5439,Positive
5440,Positive
5441,Negative
5442,Positive
5443,Positive
5444,Negative
5445,Neutral
5446,Positive
5447,Positive
5448,Neutral
5449,Negative
5450,Negative
5451,Positive
5452,Positive
5453,Positive
5454,Positive
5455,Positive
5456,Positive
5457,Positive
5458,Neutral
5459,Positive
5460,Positive
5461,Positive
5462,Positive
5463,Negative
5464,Neutral
5465,Positive
5466,Negative
5467,Positive
5468,Neutral
5469,Negative
5470,Positive
5471,Neutral
5472,Positive
5473,Positive
5474,Positive
5475,Positive
5476,Negative
5477,Negative
5478,Neutral
5479,Positive
5480,Neutral
5481,Positive
5482,Negative
5483,Negative
5484,Positive
5485,Positive
5486,Positive
5487,Neutral
5488,Positive
5489,Positive
5490,Positive
5491,Positive
5492,Positive
5493,Neutral
5494,Positive
5495,Positive
5496,Neutral
5497,Negative
5498,Positive
5499,Positive
5500,Positive
5501,Positive
5502,Positive
5503,Negative
5504,Positive
5505,Positive
5506,Negative
5507,Positive
5508,Positive
5509,Negative
5510,Positive
5511,Positive
5512,Negative
5513,Positive
5514,Positive
5515,Positive
5516,Positive
5517,Negative
5518,Positive
5519,Neutral
5520,Neutral
5521,Positive
5522,Negative
5523,Positive
5524,Positive
5525,Positive
5526,Negative
5527,Positive
5528,Positive
5529,Positive
5530,Positive
5531,Positive
5532,Positive
5533,Positive
5534,Positive
5535,Positive
5536,Positive
5537,Neutral
5538,Positive
5539,Negative
5540,Neutral
5541,Positive
5542,Negative
5543,Positive
5544,Positive
5545,Positive
5546,Negative
5547,Positive
5548,Positive
5549,Positive
5550,Positive
5551,Positive
5552,Positive
5553,Positive
5554,Positive
5555,Neutral
5556,Positive
5557,Negative
5558,Positive
5559,Neutral
5560,Neutral
5561,Positive
5562,Positive
5563,Positive
5564,Neutral
5565,Positive
5566,Positive
5567,Positive
5568,Positive
5569,Neutral
5570,Neutral
5571,Positive
5572,Negative
5573,Positive
5574,Neutral
5575,Positive
5576,Positive
5577,Negative
5578,Neutral
5579,Negative
5580,Neutral
5581,Positive
5582,Positive
5583,Positive
5584,Negative
5585,Positive
5586,Negative
5587,Positive
5588,Neutral
5589,Negative
5590,Negative
5591,Positive
5592,Positive
5593,Positive
5594,Negative
5595,Negative
5596,Positive
5597,Positive
5598,Negative
5599,Neutral
5600,Negative
5601,Neutral
5602,Positive
5603,Positive
5604,Positive
5605,Neutral
5606,Positive
5607,Positive
5608,Positive
5609,Positive
5610,Positive
5611,Positive
5612,Positive
5613,Positive
5614,Neutral
5615,Positive
5616,Positive
5617,Positive
5618,Positive
5619,Positive
5620,Positive
5621,Neutral
5622,Negative
5623,Neutral
5624,Negative
5625,Negative
5626,Positive
5627,Positive
5628,Positive
5629,Neutral
5630,Positive
5631,Positive
5632,Positive
5633,Negative
5634,Negative
5635,Negative
5636,Positive
5637,Positive
5638,Negative
5639,Positive
5640,Neutral
5641,Negative
5642,Neutral
5643,Negative
5644,Positive
5645,Positive
5646,Positive
5647,Positive
5648,Positive
5649,Positive
5650,Positive
5651,Positive
5652,Negative
5653,Positive
5654,Neutral
5655,Positive
5656,Positive
5657,Positive
5658,Negative
5659,Positive
5660,Positive
5661,Neutral
5662,Negative
5663,Negative
5664,Positive
5665,Positive
5666,Positive
5667,Neutral
5668,Positive
5669,Positive
5670,Positive
5671,Neutral
5672,Positive
5673,Neutral
5674,Positive
5675,Negative
5676,Positive
5677,Positive
5678,Positive
5679,Positive
5680,Negative
5681,Negative
5682,Neutral
5683,Neutral
5684,Positive
5685,Positive
5686,Positive
5687,Positive
5688,Positive
5689,Positive
5690,Negative
5691,Negative
5692,Positive
5693,Negative
5694,Positive
5695,Negative
5696,Neutral
5697,Positive
5698,Neutral
5699,Positive
5700,Negative
5701,Positive
5702,Positive
5703,Positive
5704,Positive
5705,Negative
5706,Neutral
5707,Positive
5708,Positive
5709,Neutral
5710,Positive
5711,Positive
5712,Positive
5713,Positive
5714,Positive
5715,Neutral
5716,Neutral
5717,Negative
5718,Positive
5719,Positive
5720,Positive
5721,Positive
5722,Positive
5723,Positive
5724,Positive
5725,Negative
5726,Positive
5727,Negative
5728,Negative
5729,Positive
5730,Neutral
5731,Positive
5732,Positive
5733,Positive
5734,Positive
5735,Positive
5736,Positive
5737,Neutral
5738,Positive
5739,Neutral
5740,Positive
5741,Negative
5742,Positive
5743,Negative
5744,Negative
5745,Positive
5746,Positive
5747,Positive
5748,Positive
5749,Negative
5750,Positive
5751,Positive
5752,Positive
5753,Neutral
5754,Positive
5755,Positive
5756,Positive
5757,Positive
5758,Negative
5759,Negative
5760,Positive
5761,Positive
5762,Neutral
5763,Negative
5764,Neutral
5765,Positive
5766,Positive
5767,Positive
5768,Neutral
5769,Positive
5770,Positive
5771,Positive
5772,Positive
5773,Positive
5774,Negative
5775,Positive
5776,Negative
5777,Negative
5778,Positive
5779,Neutral
5780,Positive
5781,Positive
5782,Positive
5783,Neutral
5784,Negative
5785,Negative
5786,Positive
5787,Positive
5788,Positive
5789,Neutral
5790,Negative
5791,Positive
5792,Positive
5793,Negative
5794,Positive
5795,Negative
5796,Neutral
5797,Neutral
5798,Positive
5799,Negative
5800,Positive
5801,Positive
5802,Positive
5803,Positive
5804,Positive
5805,Positive
5806,Neutral
5807,Positive
5808,Positive
5809,Positive
5810,Positive
5811,Positive
5812,Positive
5813,Positive
5814,Positive
5815,Negative
5816,Positive
5817,Positive
5818,Negative
5819,Positive
5820,Positive
5821,Positive
5822,Positive
5823,Positive
5824,Positive
5825,Positive
5826,Positive
5827,Positive
5828,Negative
5829,Negative
5830,Positive
5831,Negative
5832,Positive
5833,Positive
5834,Positive
5835,Positive
5836,Negative
5837,Positive
5838,Positive
5839,Negative
5840,Negative
5841,Positive
5842,Positive
5843,Positive
5844,Positive
5845,Positive
5846,Positive
5847,Negative
5848,Positive
5849,Neutral
5850,Neutral
5851,Positive
5852,Negative
5853,Positive
5854,Negative
5855,Positive
5856,Positive
5857,Positive
5858,Negative
5859,Negative
5860,Positive
5861,Neutral
5862,Negative
5863,Positive
5864,Positive
5865,Positive
5866,Positive
5867,Positive
5868,Positive
5869,Neutral
5870,Positive
5871,Positive
5872,Negative
5873,Positive
5874,Positive
5875,Positive
5876,Negative
5877,Neutral
5878,Neutral
5879,Positive
5880,Neutral
5881,Negative
5882,Negative
5883,Neutral
5884,Negative
5885,Positive
5886,Positive
5887,Negative
5888,Negative
5889,Neutral
5890,Positive
5891,Neutral
5892,Positive
5893,Positive
5894,Positive
5895,Positive
5896,Negative
5897,Neutral
5898,Negative
5899,Negative
5900,Positive
5901,Neutral
5902,Neutral
5903,Positive
5904,Positive
5905,Positive
5906,Positive
5907,Positive
5908,Positive
5909,Positive
5910,Positive
5911,Negative
5912,Neutral
5913,Positive
5914,Positive
5915,Positive
5916,Positive
5917,Negative
5918,Positive
5919,Neutral
5920,Positive
5921,Positive
5922,Negative
5923,Positive
5924,Negative
5925,Positive
5926,Neutral
5927,Positive
5928,Positive
5929,Negative
5930,Positive
5931,Negative
5932,Positive
5933,Positive
5934,Positive
5935,Neutral
5936,Negative
5937,Negative
5938,Positive
5939,Positive
5940,Positive
5941,Neutral
5942,Positive
5943,Positive
5944,Positive
5945,Positive
5946,Positive
5947,Negative
5948,Positive
5949,Positive
5950,Positive
5951,Positive
5952,Positive
5953,Neutral
5954,Positive
5955,Negative
5956,Positive
5957,Positive
5958,Positive
5959,Negative
5960,Positive
5961,Negative
5962,Positive
5963,Positive
5964,Positive
5965,Positive
5966,Positive
5967,Positive
5968,Neutral
5969,Neutral
5970,Positive
5971,Positive
5972,Positive
5973,Positive
5974,Negative
5975,Positive
5976,Positive
5977,Positive
5978,Positive
5979,Positive
5980,Positive
5981,Neutral
5982,Negative
5983,Negative
5984,Positive
5985,Positive
5986,Neutral
5987,Positive
5988,Positive
5989,Negative
5990,Positive
5991,Negative
5992,Positive
5993,Positive
5994,Positive
5995,Positive
5996,Neutral
5997,Positive
5998,Positive
5999,Positive
6000,Positive
6001,Positive
6002,Neutral
6003,Neutral
6004,Negative
6005,Positive
6006,Positive
6007,Positive
6008,Positive
6009,Positive
6010,Positive
6011,Neutral
6012,Positive
